Username;Comment;Time;Label
@ElipwJHx;Mantap betul! Main di 𝐴 𝘏 𝐌 𝘈 𝐷 𝙏 O 𝘛 O-anti lag, cuan pun anti macet! 🐀;1 hari yang lalu;1
@isaksak8189;Ke buton;6 bulan yang lalu;0
@AmirGRQrA;Modal receh, lgsng mekswin GG;1 hari yang lalu;1
@Waitkyyy;24:18 hanni newLucifer  😂;5 bulan yang lalu;0
@xeztod;Yowaimo 🤞;1 tahun yang lalu;0
@anonimxxxxxxxx;Ternyata iklan anyinrr... buat kalian yg blm nonton skip aja nih video;1 tahun yang lalu;0
@nazrilalipro2347;Tumben bang unboxing es Kiko tapi kok 10 jt mahal bet di warung 1rb;1 tahun yang lalu;0
@komentatorpro;Tanah emas, tanah surga, tapi hasil bumi dikeruk habis untuk bangun wilayah lain dan rakyatnya hidup miskin menderita, makanya teriak-teriak ingin merdeka...;7 bulan yang lalu;0
@joshauaromilenjoshuaromilen;Nama hapi gak suka judi bola berheti lapor polisi 👮👮👮👮;2 hari yang lalu;1
@hammami19;saya justru lebih kesel kenapa edwin ambil linggis untuk self defense nya? ga masuk di akal aja yang lain bawa parang, golok sama tongkat dia malah lebih milih pake linggis 😞;4 hari yang lalu;0
@Winnerasbasirait;Simirja kliu ada waktu sengang tonton yg byk liga yg berkelas supaya bertambah ilmu bolanya;3 minggu yang lalu;0
@SelyDeta;"Lah..klo emg belum nonton, dan ngga mau tau spoilernya, kan tinggal ngga usah dilanjutin nonton reviewnya😂kan udah ada gede2 tulisan ""spoiler""🤣..hidup itu pilihan, jgn dibuat ribet😒";6 hari yang lalu;0
@cloudvyy;cinematic nyaa kereennnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn;4 bulan yang lalu;0
@CengkarukChess;nice bang 🔥;6 hari yang lalu;0
@Masalalu66;AKUUUU;1 tahun yang lalu;0
@nareshraam1124;🅿️🆄🅻🅰️🆄777 punya fitur paling lengkap;2 hari yang lalu;1
@mariamavi6769;"Akhirnya abang ngelantur review film ini. Gue inget tahun 98. Yg pribumi aja pada trauma, gimana yg non pribumi coba. 
Yuk, kirim doa buat para korban tragedi 1998 🤲❤️";6 hari yang lalu;0
@muhamaddaffa5762;@Bramss666  iyaa wkwk;5 bulan yang lalu;0
@PamelaJamesrench-v2p;Sukaaa bangettt sama ⭐𝐒𝐆𝐈𝟖𝟖;1 hari yang lalu;1
@ajja_0223;kecewa bagian ini malah lu skip, krn mmg gw nungguin itu, untuk plot karena udah sering lihat review lu ttg film Bang Jokan jd diawal sebelum nonton gw mmg ngga berharap banyak ama plotnya, dan mmg bagian edwin terkepung dan semua kebetulan terutama diakhir itu ganggu gw banget, cuma yah lu biasanya review kalau ada minus pasti tetap ada plusnya, jadinya memang bagian cinematography, akting, set dll itu yang aslinya gw tunggu buat lu kupas detail, karena pas di awal nonton gw memang terkesima sama hal itu, apalagi akting omara yg jadi jefri, walau gw kesel mampus ama tuh anak, tapi keren banget, dan bahkan aktor2 pendukung lainnya, juga mau lu ngebacot 1 jam pun gw tetap bakalan nonton sampai selesai, gw udah biasa dengerin youtuber lain yg videonya diatas 20 menit;6 hari yang lalu (diedit);0
@javidiqbal6804;Siapa yang mau pop mart gojo dibelah dua;1 tahun yang lalu;0
@dyahayuretnopalupi243;Sy pikir bakal non stop actionnya... ternyata.. byk adegan sadis n ngeri..😢;6 hari yang lalu;0
@Colaytzm;Cobain deh, ini hasilnya nyata banget;1 hari yang lalu;1
@Abidzare;gw awalnya mau nonton film pengepungan bukit duri, abis nonton ini gw gajadi mau nonton;6 hari yang lalu (diedit);0
@naurafaprast2333;❤ memang Berkelas TimNas Indonesia🎉;3 minggu yang lalu;0
@Atika-q2w;0:06 peak momen👏🔥;2 hari yang lalu;0
@windisrirahayu4128;wah keren sekali, masyaallah 🥺;6 bulan yang lalu;0
@acwhel;JAHAT BGT ENDINGNYA 💔💔💔;1 tahun yang lalu;0
@wongedan4827;ini yang dimaksud film atau konten?;5 hari yang lalu;0
@BussGirard-o7n;Konten yang luar biasa! Keren banget cara kamu menjelaskannya! Main yang bagus di sini bang ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴;1 hari yang lalu;1
@PriyaGjgRy;Hasil dari 𝐀 𝘟 𝐋 𝟩 7 𝟩 membuktikan saya bisa beralih dari penjual asongan jadi pemilik toko. 🏯;1 hari yang lalu;1
@IrwanPomala;Mantap;2 bulan yang lalu;0
@CandID-he;"Cara halus atau kasar untuk
menjegal kompetitor
Huawei udah mau nyusul,
Langsung dibanned-bukan karena kurang bagus, tapi justru karena terlalu bagus.
Mamarika ada-ada saja akalnya 😅";2 hari yang lalu;0
@RizalAbufatih;Gini aja anak abah gak bakalan ada bangganya...;18 jam yang lalu;0
@Adityafirdaus-nu2uh;Kiko Naik drastis ya ternyata;1 tahun yang lalu;0
@AdnanLathif-ws5oo;Bang mainan Gojo yang buat nahan wadah mie itu gua punya sama persis tapi punya gua harganya cuma 70 rb bang;1 tahun yang lalu;0
@GitaQvsQ0;Swert Bonanja gacir hari ini, wede 5 juta;1 hari yang lalu;1
@WatsonAllie-j6y;mending bang coba di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 selama ini di bayar wede w !! gak pernah bermasalah;1 hari yang lalu;1
@masdayat368;Kasihan anak anak muda ini,, giliran senior diganti naturalisasi 😢;2 minggu yang lalu;0
@ReniWild_G;Enak kali ya dapat team warlok😊;3 bulan yang lalu;0
@wongedan4827; @TEPA_-_AhmadFathurrizky  gak gt konsepnya bro, kerusuhan tu sembarang bisa jadi sasaran. sekolah kan ada banyak aset yang bisa dijual. kerusuhan 98 jg terjadi tiba-tiba nggak trs yang udah pada siap2 atau dah pada tau. Kabarnya tiba2 ada provokatornya dan masyarakat cuma ikut-ikutan.;5 hari yang lalu;0
@sarenabaruaja2146;Wkwkkw🤣🤣setuju pen banget es kiko😋😋;1 tahun yang lalu;0
@sambers123;Tetap semangat Garuda muda terbaik saat ini🔥🔥🔥🔥🔥🔥🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩😇😇😇😇😇;3 minggu yang lalu;0
@muhamadfikriyanwar9571;Bahas kasus rempang dong baik dari segi ekonomi maupun politik Thanksyou;1 tahun yang lalu;0
@kaffaaal1155;Saya;1 tahun yang lalu;0
@LangitlIlGs;Wede brusan lancar, mntp banget sih;1 hari yang lalu;1
@aisyafathonah8612;Hadirrrrr;1 tahun yang lalu;0
@elanurlaela-p2l;4:26  tetap menyerah jangan semangat😂😂;1 tahun yang lalu;0
@lizzmad;4:44 film apa itu bang kalo bole tau judul nya ?;6 hari yang lalu;0
@Storiesworld-3112;Kiko enak tau;1 tahun yang lalu;0
@Ditan3r9M;menang hari ini bener-bener luar biasa, cuma di 𝘿 E 𝑊 𝘼 𝘋 𝘖 𝘙 𝐀! 🪃;1 hari yang lalu;1
@BryannaVarney-h9l;jepey terus di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴, beneran!;1 hari yang lalu;1
@anandLite;Bang, gua boleh nglukis wajah lu g ? 😋;1 tahun yang lalu;0
@SoapaLova;@arifnugraha86  iya, wkwk mrka udh mateng sih ibaratnya.. tp di otak gw masa traveling mrka tuh antra hidup dan mati ama keluargnya klo bisa menang.. hampir mirip kyk atlet badminton cina klo g salah even juara 2, dicemooh gtu ama tetangga sekitarnya tp kim jong un lbh ekstrem k atletnya mknya bnr2 main buat hidup😅 . Gw sedih tp seneng jg sih.. mrka udh bsa lolos i mean pemain yg rata2 org indo walau ada 1 ya klo g salah yg ayahnya bule.. bsa brhsl kyk lv. Yg dewasa rata2 naturalisasi itu.. seenggaknya mrka udh mencoba dan kekalahan ini bsa buat pemecut dan g buat mrka sombong..;11 hari yang lalu;0
@ArisArt-th4lv;Absolute opening;6 hari yang lalu;0
@dragonblaz;gua cuman beli 300 ribuan pas dulu skrng malah jadi hampir satu jt😅😅 tp gak bakal gua jual ampe gojo nya jadi langkah baru gua jual;1 tahun yang lalu;0
@Campurcgbb;Gacur banget, wede tiap hari auto seneng;1 hari yang lalu;1
@LonnieUlises-b6w;ke 3 bang ,salam jepe Weton88;1 hari yang lalu;1
@alifwahyu6867;"gw dulu ga suka pelajaran IPS dan sejenisnya, ngerasa paling IPA 😆
eh sekarang, gw jatuh cinta";1 tahun yang lalu;0
@Liiech;"Yang noodle stopper posenya ganteng banget 😩
Jadi pengen buat ditaruh di atas mi sama meja kerja gitu, biar serasa ditemani suami ohok 🤣";1 tahun yang lalu;0
@BussGirard-o7n;Min video lu baguss , tetap pilih WETON88 😢;1 hari yang lalu;1
@kawansurga4178;Adakah yang bisa kasih tahu, kira kira kalau buat video seperti ini, kita selesaikan dulu videonya lalu diberi VO/Voice Over, atau dari awal kita VO dan sesuai script lalu di masukkan angle angle footage nya ?;3 bulan yang lalu;0
@IndraCe4ug;Swert Bonanja gacir banget hari ini, mantul;1 hari yang lalu;1
@gultomsidoliparjalang2552;"Salam mas Ferry dr samosir.
Pengikut setia kontennya mas Ferry. Temannya amron mas hehe";1 tahun yang lalu;0
@AgusWibowo-c4o;😅;3 minggu yang lalu;0
@RashidRkbib;Berkat D 𝙊 𝙍 А 7 𝟩 saya memiliki dana untuk memperluas usaha. 🤨;2 hari yang lalu;1
@mariyantoyanto6355;Alah kalau usia di bawah 20 tahun , pemain Indon hebat, tapi kalau udah mencapai umur pemain senior , pemain Indon kayak seperti ayam goreng;3 minggu yang lalu;0
@PaimonX24;Hadir;1 tahun yang lalu;0
@ferdinardwidjaya7814;😊😊😊😊  maen bagus;1 tahun yang lalu;0
@dandapermana1232;​ @aqilaputrianjani8374 kasihan amat dah lu ampe segitunya ngefans sama karakter kartun ampe gak terima kalo udah matiin;1 tahun yang lalu (diedit);0
@woozii287;code refferal nanofest: Woozii234;1 tahun yang lalu;0
@Snowbloods;Beneran spoiler😅;6 hari yang lalu;0
@rosniasalmiyani3281;Papua, kepingan surga yang ada di Indonesia;6 bulan yang lalu;0
@PanglimaLubu;Bahasa Politik DinastI dan Nepotisme donk.;1 tahun yang lalu;0
@_RIKI_27;Hadir;1 tahun yang lalu;0
@YELZZ-q1i;Padahal gw dulu beli kiko cuma 1000 an lohhh...😥😥 Sekarang udh smpe 10.000.000😥😥;1 tahun yang lalu;0
@radianrosa-gh6qx;"orang yang gak tau:
orang yang tau: 🗿";1 tahun yang lalu;0
@nuralyasyafiqahbintiazmimo5205;Hi;1 tahun yang lalu;0
@amirul40;Terima kasih;5 bulan yang lalu;0
@vaizpardiansyah6913;👍;1 tahun yang lalu;0
@Kavigeb3m;Mantap sekali! Main di 𝘿 𝘖 R 𝐴 𝟳 𝟩-lancar, cuan pun lancar jaya! 🐸;2 hari yang lalu;1
@HarryMLutfhi;jawa hama mau berkuasa ditanah papua 🇨🇺 usir hama transmigrasi!!!;3 bulan yang lalu;0
@handiariefwicaksono9884;Ehhhhh gak pake nasi 😮😮😮😮;1 tahun yang lalu;0
@all_11361;sir v beda banget di off cam;5 bulan yang lalu;0
@naufalgnwn;nah ini dia yang ditunggu;6 hari yang lalu;0
@Gunawan25XtD;Baru coba, lgsng makswin;1 hari yang lalu;1
@IputuHerry;Bang kalo emang menarik bahas daredevil born again;6 hari yang lalu;0
@Charisakeiv;Makswin brusan di Starlight, nggak nyangka;1 hari yang lalu;1
@rahmatstark5275;Bukit duri itu letaknya dekat matraman.. Jatinegara;6 hari yang lalu;0
@gjrinku;Saya gak nyesel coba 🅿️🆄🅻🅰️🆄777;1 hari yang lalu;1
@LuisaRylie-q4h;jepey terus di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴, beneran!;1 hari yang lalu;1
@alvianareyza9574;Bang review salt water car;1 tahun yang lalu;0
@SitiMutmainah-fm8vs;Semoga bisa kesan juga keren bngt destinasi wisata nya😊;4 bulan yang lalu;0
@ahmadsufajri7439;Langsung gass ada notif;7 bulan yang lalu;0
@TYFchannel459;Gw liat video² ditoktok katanya bikin chindo trauma, bang timo bilek🗿;6 hari yang lalu;0
@XiangtWwOK;Gak pernah bosen main А 𝙀 𝐑 O 𝟴 8, selalu ada update dan inovasi terbaru! 💠;1 hari yang lalu;1
@GiovaniRagsdale-r3v;gatot barusan coba langsung jatuh perkalian 1000 langsung aja cari situsnya 🚩Weton88🚩;1 hari yang lalu;1
@mantansantri6789;Oh menang pinalti;3 minggu yang lalu;0
@MinQAw1C;Nggak ada yang bisa prediksi, tapi di 𝘼 𝙀 𝑅 𝑂 𝟾 8, keberuntungan bisa datang kapan saja! 🏉;1 hari yang lalu;1
@madebali6158;Setujuuu.....;6 bulan yang lalu;0
@miftahulhuda27;😲;1 tahun yang lalu;0
@rifkizidannugraha7840;BROO GAMAU REVIEW ADOLESCENE?;4 hari yang lalu;0
@josidimaspangestu1080;@MaskahMaskah-m9s  info apa Bang? Maksud gua pernah nonton film dan lupa judul filmnya apa karena saking jeleknya🙏;6 hari yang lalu;0
@dedehermawan6635;Kiko enak tau;1 tahun yang lalu;0
@GotmanFaris;bang lu wibu ya kenapa lu sering unboxing wibu;2 bulan yang lalu;0
@thomasslebeww4624;😅;1 tahun yang lalu;0
@angelicapanggabean1002;"sayangnya pas nnton gw masih main logika.. yah gmn, di menit awal masih cocok main logika. pas di gudang jd pegel krn dragging bgt. cm pas mulai keluar baru tuh kerasa ironinya, bru ngeh ""ohh, jgn pake logika"". tapi scene akhir pas sih kaya yg dijanjikan, ada hope disana";6 hari yang lalu;0
@jonipegadaian6282;Saya mendukung gerakan OPM... Mereka telah di bodohin pemerintahan sendiri.. Dri jaman sokarno sampai jaman prabowo😢😢 ini fakta.. Mereka provinsi terkaya di muka bumi ini... Tpi kekayan alam nya di manfaat kan oleh oknom yg tidak bertanggung jawab.. 😢😢😢;2 bulan yang lalu;0
@mrhitachi8;3:04 kaget bangsa*att;6 hari yang lalu;0
@naffarenakim6349;​ @ngelantur  cari temen bang biar bisa keep up;6 hari yang lalu;0
@SidqirizamulkianSidqi;🔥𝐑 𝐀 𝐃 𝐀 𝐑 𝟏𝟑𝟖 🔥 emang ga ada duanya, pelayanan VIP buat semua member 24 jam nonstop;1 hari yang lalu;1
@KholilieChodotz;Semangat bang kontennya;1 tahun yang lalu;0
@AikoWongsx4RTdS;Pilih waras, bukan candu;1 hari yang lalu;1
@HAH_2008;Ditunggu, konten pembelajaran ekonomi selanjutnya Pak Ferry.;1 tahun yang lalu;0
@BraunHattie-c6h;Min video lu baguss , tetap pilih WETON88 😢;1 hari yang lalu;1
@KaraBradshaw-u9q;Lancar lancar bang salam Jepe ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴;1 hari yang lalu;1
@JunoRzFVe;Gacir terus tiap main di 𝘋 𝐎 Я 𝘈 𝟽 𝟳,makasih atas keberuntungannya! 🚣;1 hari yang lalu;1
@loeyizt;padahal korea mainnya lebih bagus but who knows?? congratulations Indonesia!! ❤️;2 minggu yang lalu;0
@muhamaddaffa5762; @ghiyasyas2922  kalo lu introvert juga harusnya pasti paham, gw kalo berdua doang apalagi smaa temen deket pasti lebih asik tapi ketika ramean pasti kaku dan bukain hp doang wkwk.🙏;5 bulan yang lalu;0
@Aphrodite666;□□;5 bulan yang lalu;0
@zack7997;tonton bloood brothers dong;5 hari yang lalu;0
@herointhebox;Mas Medy, review Hot Toys WB100 Wonder Woman dong 🤭 kayaknya Mas Medy blm pernah review Wonder Woman ya?!;1 tahun yang lalu;0
@Edwinqdyo;Iki apik, rek nyoba hasil e langsung keduman;1 hari yang lalu;1
@IsaF018;Halo bang 🗿;1 tahun yang lalu;0
@ngelantur;👍🔥;5 hari yang lalu;0
@Liyana8aSlI;Bermain di 𝐃 𝘌 𝘞 А 𝐷 O R 𝘼 mengantar saya ke puncak, dari sopir angkot jadi pengusaha. 🥚;2 hari yang lalu;1
@Violetaz_plant;"Oke udah tau speknya tinggal tunggu duitnyaa








Tapi gatau kapan";20 jam yang lalu;0
@eza912;Pertama;1 tahun yang lalu;0
@sifulaaan;Sakit kuping gua nonton ini teriak2 mulu;6 hari yang lalu;0
@Muhammad.HanafiRahim;"Apakah saya boleh berargumentasi walaupun mengada-ngada saja. Apabila salah mohon dimaafkan. Saya memiliki anggapan yang nyeleneh tapi sedikit masuk akal dan mungkin masuk pada pembahasan ini. 

Mendengar istilah ""duit demi kebutuhan segalanya"" atau ""segalanya butuh duit"" aku rasa anggapan itu harus ku tolak karena ada dua premis. Pertama apakah betul semua kebahagian dan kebutuhan perlu duit? Bukankah ada jalan lain selain menggunakan duit? 
Kedua bagaimana jika dunia ini tidak memiliki duit, apakah akan mengalami hambatan dunia sumber daya bahkan hingga fatal nya ialah krisis sumber daya alam?";1 tahun yang lalu;0
@OwenUBMc0;Baru maen, lgsng makswin, GG banget;1 hari yang lalu;1
@taufikhaniff;"sori oot bang
soal nanovest, pembayaran nya via apa ya bang sementara saya ga punya kartu kredit / paypal, apa bisa pake cara biasa, bca va / ewalet?";1 tahun yang lalu;0
@Suenprisuenpri-k2w;Yang pentingain menang dan cetak goal nggak perlu banyak gaya;2 minggu yang lalu;0
@arsep1311;Yg benci Prabowo itu hya 19% dan itu anak abah😂;1 hari yang lalu;0
@kacangpolo3182;Terakhir nyinyir;1 tahun yang lalu;0
@ikrommuafwan5278;Bang review megazord power rangers wild force;1 tahun yang lalu;0
@verrelbramasta9773;Kak ngelantur selalu di hati;6 hari yang lalu;0
@DayatHidayatullah-nt1wy;Simple dan simple pula di bobolnya si dana hadeh 😮‍💨;4 bulan yang lalu;0
@Wxfvyy;Udah keliatan masak packaging 10jt kek buka sepatu wkwkwk gw kira beneran;1 tahun yang lalu;0
@bilqisnaifa;Yang hujat cari suruh dia main pingin lihat gw yg selalu nyinyir comen;3 minggu yang lalu;0
@DavidDDXWF;Setiap hari selalu ada kejutan di 𝘋 O 𝑅 A 𝟩 𝟳! Bikin penasaran! 😗;2 hari yang lalu;1
@ArsalBahtiar;sa pu hati tatinggal di papua ❤️✨;5 bulan yang lalu;0
@Liiech;"Waktu ditanya org2 pendapatku ttg film ini setelah nonton jujur aku rada bingung ngomongnya, karena menurutku bagus ya emang bagus tapi disisi lain ada lumayan banyak plothole yg ngeganjal di hati, setengah membuatku kesel utamanya bagian tengah yg dragging itu, sama membuatku ngang ngong ngang ngong—kalo ini masalah otakku si yg lelet nangkepnya

Tapi kutak bisa mendiskripsikan ganjalan tersebut sehingga hanya bisa bilang filmnya menurutku 7/10

Dan habis menonton lu, kebingungan akan mendiskripsikan ganjalan di hati tersebut akhirnya terjawab. Thanks bang

Btw intronya mantap";6 hari yang lalu;0
@BruneiBrunei-nb5us;"Kejahatan wiwi ,wowo ,luhut dr sept 2019  hgga hr ini ; jutaan kasus bsr .";1 hari yang lalu;0
@rakamulia4857;Padahal di awal berharap filmnya bakal realis tapi pas nonton gk sesuai ekspektasi. Tapi tetap bagus cuman agak kurang sih buat gw yg berekspektasi film ini bakal realis;6 hari yang lalu;0
@AlianaMarshall-z2r;Sukaaa bangettt sama ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴;1 hari yang lalu;1
@Lanzzxpytra_;Kiko gw itu bang😁😁😁😁😁😁😁😁😁😁😁😁😁😁;1 tahun yang lalu;0
@yovisimarogo9691;rugged gimana ko;4 bulan yang lalu;0
@muhammadmarsal3465;This dude is definition of capitalism, don't care about authentic. Everyone have their own style with their personality. Can u imagine someone have old money style with skibidi attitude? Ewhhhh nope -1000 aura;4 bulan yang lalu;0
@KocakNgentod-p4r;Lo liat Eden lake + the raid =  lunas. Ekspektasi Lo bakal kecewa wkwk;6 hari yang lalu;0
@salmanalfarisi7404;Kode referal nanonya berapa om;10 bulan yang lalu;0
@essyhairul902;Hadir;1 tahun yang lalu;0
@IvanYusrik-i5p;Intinya sureal banget dan banyak pesan tersembunyi.;6 hari yang lalu;0
@yasafebrianuswantoro3610;Idenya bagus tapi settingnya kurang mampu mengangkat idenya, coba kerusuhan di tanjung priok pasti lebih masuk 😂;6 hari yang lalu;0
@meenap8329;🅿️🆄🅻🅰️🆄777, hadiah besar menanti!;1 hari yang lalu;1
@SriAstuti-gj4ut;Waaahh keren banget mainan GOJO SATORU ❤❤❤;1 tahun yang lalu;0
@MaddoxMadalynn-h3e;Berkah rezeki hari ini berkat ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,puji syukur!;1 hari yang lalu;1
@SUPERRELL10;Aku mw;1 tahun yang lalu;0
@tosugi6278;"Di awal film gue kira Pak Edwin bakal melawan sesuatu yang lebih besar! Sesuatu yang sesuai dengan suasana kekacauan, seperti : menghalau kerusuhan yang begitu besar ketika keadaan Sekolah sedang melakukan kegiatan belajar-mengajar. Misalnya : Gara-gara Pak Edwin yang *maaf Chinese, satu sekolah harus terkena imbasnya karena digeruduk oleh orang-orang rasis bawa parang dan mengamuk. Lalu Pak Edwin harus berjuang antara mengorbankan dirinya dan menyelamatkan bocah-bocah SMA disekolahnya ditengah konflik internalnya dengan Jefri dan geng-nya yang juga ingin membunuhnya.

Tapi sorry to say, Kesannya Ini film isinya ngadepin bocah SMA nakal doang. Padahal atmosfer kota yang rusuh, kota yang hancur sudah sangat bagus.";6 hari yang lalu;0
@master_ipmad;Bang bikin data base buat hasil review lu dong bang;6 hari yang lalu;0
@CarloslLKiS;Hiburan seru dan menguntungkan, hanya di D 𝙀 𝘞 А 𝐃 𝑂 𝑅 A! 🐺;1 hari yang lalu;1
@PalomaLirench-f2k;👍 𝐒𝐆𝐈𝟖𝟖 👌;1 hari yang lalu;1
@pakandak86;Pelanggaran keras kok tak kartu merah;3 minggu yang lalu;0
@Fellinyourheart;Saya istrinya;1 tahun yang lalu;0
@langgengprimaanggradinata9577;Surealis bukan itu aliran yg berkaitan dg mimpi/alam bawah sadar.  penjelasan Ngelantur ttg surealis tidak memadai. Realis ya lawannya fantasi, bukan surealis. Menurut gw sih seting di film ini didefamiliarisasi aja.;6 hari yang lalu;0
@sos1063;JOKO ANWAR YOOOO🔥🔥🔥🔥 TOTALITAS TANPA BATASS;10 jam yang lalu (diedit);0
@azambarra8821;Kalo gojo kiko nanti sukuna jadi pou dah;7 bulan yang lalu;0
@ajimukti.p119;Wow⁴ ES kiko;1 tahun yang lalu;0
@ilovechiknnuggets;Pe;1 tahun yang lalu;0
@LIEUOFFICIAL;FILM PESANAN PDI. P(KOMUNIS INDONESIA);6 hari yang lalu;0
@MohammadKikiRisqi;"20:28 mode kompe
20:50 el serok";5 bulan yang lalu (diedit);0
@M1ku666;suami mu kebelah 2 mbak😭;1 tahun yang lalu;0
@Adiwarman602;Entah kenapa ya,,,setiap pembertaan yutube tntg papua,aku rasanya sllu tertarik utk menonton,,apa ini yg di namakan daya tarik persaudaraan setanah air indonesia;6 bulan yang lalu;0
@AmsuySubur;Selalu terbaik sinematiknya mang arshal 🤩😍;7 bulan yang lalu;0
@MuhammadhaikalPramono;Kiko nya Kunti bogel;10 bulan yang lalu;0
@annisahtanjung;Plis bang lu kayak film bioskop yang suara backsoundnya ngegas, pas suara elunya kecil. Gua berapa kali ngecilin besarin suara hp gua, sialan 😂😂;5 hari yang lalu;0
@asmaramin7881;Untuk netizen Kalau bisa komen baik atau diam...;3 minggu yang lalu;0
@abramstapleskatlinpinto-e1o;Bermain bersama teman-teman di Weton88 semakin seru dan asyik, semakin banyak pula rezekinya!;1 hari yang lalu;1
@FikaFikacu-nv2rq;Bang coba beli hoverboart;1 tahun yang lalu;0
@vsinulingga;Menit 13 peluang paling bagus .. back korea sudah pasrah. Tapi gagal melawan kiper . Perlu skema  serangan balik seperti ini lebih banyak lagi;3 minggu yang lalu;0
@sms78sms;" @rdwzx._  [!!!SPOILER!!!]










kata jefri mamanya cina, diperkosa rame2, bapaknya banyak. waktu itu baca comment katanya emg sebisa mungkin cari bioskop yg audionya udah bagus, soalnya video jefri ga kedengeran kalo audionya bapuk🤣";6 hari yang lalu (diedit);0
